locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
626846,Two G's Catering,Truck,1407000,25TH ST: MINNESOTA ST to I-280 N ON RAMP \ INDIANA ST (1100 - 1199),1150 25TH ST,4228017,4228,17,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,Mo-Fr:8AM-9AM,,06/12/2015 10:54:05 AM,2015-03-04,1,2016-03-15,"37.7531390517853, -122.390246816972"
626847,Two G's Catering,Truck,2734000,BARNEVELD AVE: JERROLD AVE to LOOMIS ST \ MCKINNON AVE (100 - 299),175 BARNEVELD AVE,5286A018,5286A,18,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,Mo-Fr:9AM-10AM,,06/12/2015 10:54:05 AM,2015-03-04,1,2016-03-15,"37.7448024331792, -122.402540218917"
626848,Two G's Catering,Truck,13653000,WILLIAMS AVE: CERES ST to MENDELL ST (65 - 99),71 WILLIAMS AVE,5414022,5414,22,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,Mo-Fr:9AM-10AM,,06/12/2015 10:54:05 AM,2015-03-04,1,2016-03-15,"37.7292233514237, -122.394613062654"
626849,Two G's Catering,Truck,2954000,BERRY ST: 04TH ST to 05TH ST (200 - 299),235 BERRY ST,8708 111,8708,111,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,Mo-Fr:9AM-10AM/11AM-12PM,,06/12/2015 10:54:05 AM,2015-03-04,1,2016-03-15,"37.7747030612546, -122.39408939656"
626850,Two G's Catering,Truck,416000,08TH ST: BRYANT ST to BRANNAN ST (500 - 599),599 08TH ST,3780007A,3780,007A,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,Mo-Fr:12PM-2PM,,06/12/2015 10:54:05 AM,2015-03-04,1,2016-03-15,"37.7718682395557, -122.405657636241"
626851,Two G's Catering,Truck,15024000,CHINA BASIN ST: TERRY A FRANCOIS BLVD to 03RD ST (300 - 499),435 CHINA BASIN ST,8720001,8720,1,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,Mo-Su:9AM-10AM,,06/12/2015 10:54:05 AM,2015-03-04,1,2016-03-15,
626852,Two G's Catering,Truck,15028000,MISSION ROCK ST: 03RD ST to 04TH ST (500 - 599),555 MISSION ROCK ST,8711028,8711,28,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,Mo-Su:10AM-11AM,,06/12/2015 10:54:05 AM,2015-03-04,1,2016-03-15,
626853,Two G's Catering,Truck,12532003,TERRY A FRANCOIS BLVD: MISSION BAY BLVD to MISSION BAY BLVD (0 - 0),Assessors Block 8720/Lot008,8720008,8720,8,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,Mo-Su:10AM-11AM,,06/12/2015 10:54:05 AM,2015-03-04,1,2016-03-15,"37.7711580507508, -122.386931257552"
626854,Two G's Catering,Truck,7165000,ILLINOIS ST: 16TH ST to MARIPOSA ST \ TERRY A FRANCOIS BLVD (400 - 599),409 ILLINOIS ST,3940001,3940,1,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,Mo-Su:10AM-11AM,,06/12/2015 10:54:05 AM,2015-03-04,1,2016-03-15,
627140,Senor Sisig,Truck,5170000,ELLIS ST: POWELL ST to CYRIL MAGNIN ST (100 - 148),120 ELLIS ST,326005,326,5,15MFF-0029,APPROVED,Filipino fusion food: taco: burrito: nachos: rice plates,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0029&ExportPDF=1&Filename=15MFF-0029_schedule.pdf,Sa-Su:11AM-6PM,,03/17/2015 12:34:34 PM,2015-03-05,0,2016-03-15,"37.7856101001445, -122.408154764336"
627141,Senor Sisig,Truck,132000,02ND ST: MISSION ST to MINNA ST (100 - 130),120 02ND ST,3722002,3722,2,15MFF-0029,APPROVED,Filipino fusion food: taco: burrito: nachos: rice plates,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0029&ExportPDF=1&Filename=15MFF-0029_schedule.pdf,Mo-Fr:11AM-2PM,,03/17/2015 12:34:34 PM,2015-03-05,0,2016-03-15,"37.7875140745116, -122.399566331419"
627142,Senor Sisig,Truck,10456000,PINE ST: SANSOME ST to CENTURY PL (300 - 340),300 PINE ST,260005,260,5,15MFF-0030,APPROVED,Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0030&ExportPDF=1&Filename=15MFF-0030_schedule.pdf,Mo-Fr:11AM-2PM,,03/17/2015 12:35:05 PM,2015-03-05,0,2016-03-15,
627145,Senor Sisig,Truck,480000,10TH ST: FELL ST \ MARKET ST \ POLK ST to END (1 - 18),8 10TH ST,3507041,3507,41,15MFF-0031,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0031&ExportPDF=1&Filename=15MFF-0031_schedule.pdf,Mo/We/Fr:11AM-2PM,,03/17/2015 12:34:51 PM,2015-03-05,0,2016-03-15,"37.7758255335431, -122.417249626633"
627182,"Expresso Subito, LLC.",Truck,131000,02ND ST: JESSIE ST to MISSION ST (69 - 99),84 02ND ST,3707011,3707,11,15MFF-0032,REQUESTED,Espresso Drinks,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0032&ExportPDF=1&Filename=15MFF-0032_schedule.pdf,Mo/We/Fr:6AM-8PM,,,2015-03-05,0,2016-03-15,"37.7881050754192, -122.400289778395"
627183,"Expresso Subito, LLC.",Truck,3525000,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),150 CALIFORNIA ST,236019,236,19,15MFF-0032,REQUESTED,Espresso Drinks,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0032&ExportPDF=1&Filename=15MFF-0032_schedule.pdf,Tu/Th:6AM-8PM,,,2015-03-05,0,2016-03-15,"37.7936733952722, -122.398463509476"
627192,"Expresso Subito, LLC.",Truck,5869000,FRONT ST: CALIFORNIA ST to HALLECK ST (200 - 234),150 CALIFORNIA ST,236019,236,19,15MFF-0034,REQUESTED,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0034&ExportPDF=1&Filename=15MFF-0034_schedule.pdf,Mo-Fr:6AM-5PM,,,2015-03-05,0,2016-03-15,"37.7936733952722, -122.398463509476"
627195,Creme Brulee To Go,Push Cart,8747202,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (800 - 890) -- NORTH --,870 MARKET ST,329005,329,5,15MFF-0035,APPROVED,Kettle Corn,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0035&ExportPDF=1&Filename=15MFF-0035_schedule.pdf,Mo-Fr:8AM-7PM;Sa-Su:11AM-7PM,,03/05/2015 02:21:45 PM,2015-03-05,0,2016-03-15,"37.7851109342236, -122.407422668267"
627197,Creme Brulee To Go,Push Cart,8747102,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (801 - 863) -- SOUTH --,801 MARKET ST,3705Z001,3705Z,1,15MFF-0036,APPROVED,Kettle Corn,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0036&ExportPDF=1&Filename=15MFF-0036_schedule.pdf,Mo-Su:11AM-7PM,,03/05/2015 02:22:34 PM,2015-03-05,0,2016-03-15,"37.7849902930824, -122.405676629062"
627205,"Covered Dish Productions, LLC. dba. The Rib Whip",Truck,7033000,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),500 HOWARD ST,3721011,3721,11,15MFF-0037,APPROVED,St. Louis Style Ribs: Pulled Pork Sandwich: Smoked Brisket: Smoked Chicken Drumsticks: Spinach Salad: Cole Slaw: Baked Beans: Mashed Potatoes: Grilled Asparagus: Mac & Cheese: Potato Salad: Buttermil Pie: Soda: Water,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0037&ExportPDF=1&Filename=15MFF-0037_schedule.pdf,Mo/Fr:10AM-2PM,,03/17/2015 02:01:27 PM,2015-03-05,1,2016-03-15,
627206,"Covered Dish Productions, LLC. dba. The Rib Whip",Truck,6438001,GREEN ST: THE EMBARCADERO to FRONT ST (1 - 49),900 FRONT ST,137001,137,1,15MFF-0037,APPROVED,St. Louis Style Ribs: Pulled Pork Sandwich: Smoked Brisket: Smoked Chicken Drumsticks: Spinach Salad: Cole Slaw: Baked Beans: Mashed Potatoes: Grilled Asparagus: Mac & Cheese: Potato Salad: Buttermil Pie: Soda: Water,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0037&ExportPDF=1&Filename=15MFF-0037_schedule.pdf,Fr:10AM-4PM,,03/17/2015 02:01:27 PM,2015-03-05,1,2016-03-15,"37.8002209293534, -122.399569018567"
627207,"Covered Dish Productions, LLC. dba. The Rib Whip",Truck,12160001,STEUART ST: HOWARD ST to END (200 - 299),75 HOWARD ST,3741031,3741,31,15MFF-0037,APPROVED,St. Louis Style Ribs: Pulled Pork Sandwich: Smoked Brisket: Smoked Chicken Drumsticks: Spinach Salad: Cole Slaw: Baked Beans: Mashed Potatoes: Grilled Asparagus: Mac & Cheese: Potato Salad: Buttermil Pie: Soda: Water,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0037&ExportPDF=1&Filename=15MFF-0037_schedule.pdf,Mo/We:10AM-3PM,,03/17/2015 02:01:27 PM,2015-03-05,1,2016-03-15,"37.7915578779245, -122.391671499776"
627208,"Covered Dish Productions, LLC. dba. The Rib Whip",Truck,13403000,WASHINGTON ST: THE EMBARCADERO to DRUMM ST (1 - 99),370 DRUMM ST,201012,201,12,15MFF-0037,APPROVED,St. Louis Style Ribs: Pulled Pork Sandwich: Smoked Brisket: Smoked Chicken Drumsticks: Spinach Salad: Cole Slaw: Baked Beans: Mashed Potatoes: Grilled Asparagus: Mac & Cheese: Potato Salad: Buttermil Pie: Soda: Water,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0037&ExportPDF=1&Filename=15MFF-0037_schedule.pdf,Su:10AM-11PM,,03/17/2015 02:01:27 PM,2015-03-05,1,2016-03-15,"37.796913726248, -122.396650675254"
627209,"Covered Dish Productions, LLC. dba. The Rib Whip",Truck,4972000,DRUMM ST: CLAY ST to WASHINGTON ST (200 - 299),253 DRUMM ST,203013,203,13,15MFF-0037,APPROVED,St. Louis Style Ribs: Pulled Pork Sandwich: Smoked Brisket: Smoked Chicken Drumsticks: Spinach Salad: Cole Slaw: Baked Beans: Mashed Potatoes: Grilled Asparagus: Mac & Cheese: Potato Salad: Buttermil Pie: Soda: Water,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0037&ExportPDF=1&Filename=15MFF-0037_schedule.pdf,Tu/Th:10AM-3PM,,03/17/2015 02:01:27 PM,2015-03-05,1,2016-03-15,"37.7961233940173, -122.397273204328"
627431,Philz Coffee Truck,Truck,10456000,PINE ST: SANSOME ST to CENTURY PL (300 - 340),301 PINE ST,268001,268,1,15MFF-0038,APPROVED,Hot coffee: iced coffee: hot chocolate: tea: pastries,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0038&ExportPDF=1&Filename=15MFF-0038_schedule.pdf,Mo/We/Fr:6AM-3PM,,03/06/2015 12:48:54 PM,2015-03-06,0,2016-03-15,"37.7918342768248, -122.401279616586"
627432,Philz Coffee Truck,Truck,9306000,MONTGOMERY ST: COLUMBUS AVE \ WASHINGTON ST to JACKSON ST (700 - 799),735 MONTGOMERY ST,195001,195,1,15MFF-0038,APPROVED,Hot coffee: iced coffee: hot chocolate: tea: pastries,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0038&ExportPDF=1&Filename=15MFF-0038_schedule.pdf,Mo-We:6AM-6PM,,03/06/2015 12:48:54 PM,2015-03-06,0,2016-03-15,"37.7962155103592, -122.403754558235"
627433,Philz Coffee Truck,Truck,12323000,SUTTER ST: POWELL ST to MASON ST (500 - 599),556 SUTTER ST,284009,284,9,15MFF-0038,APPROVED,Hot coffee: iced coffee: hot chocolate: tea: pastries,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0038&ExportPDF=1&Filename=15MFF-0038_schedule.pdf,Th/Fr/Sa:6AM-4PM,,03/06/2015 12:48:54 PM,2015-03-06,0,2016-03-15,"37.7893854648108, -122.409591260457"
627434,Philz Coffee Truck,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),401 CALIFORNIA ST,260001,260,1,15MFF-0038,APPROVED,Hot coffee: iced coffee: hot chocolate: tea: pastries,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0038&ExportPDF=1&Filename=15MFF-0038_schedule.pdf,Tu/We/Th:6AM-3PM,,03/06/2015 12:48:54 PM,2015-03-06,0,2016-03-15,"37.7927957553471, -122.401353280921"
627435,Philz Coffee Truck,Truck,8701000,MARINA BLVD: LAGUNA ST to BEACH ST \ BUCHANAN ST \ LOWER FORT MASON ST (1 - 99),15 MARINA BLVD,446002,446,2,15MFF-0038,APPROVED,Hot coffee: iced coffee: hot chocolate: tea: pastries,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0038&ExportPDF=1&Filename=15MFF-0038_schedule.pdf,Sa-Su:6AM-8PM,,03/06/2015 12:48:54 PM,2015-03-06,0,2016-03-15,"37.8045778828471, -122.433010774333"
627558,"Off the Grid Services, LLC",Truck,4609000,DAVIS ST: DAVIS CT \ JACKSON ST to BROADWAY (500 - 699),Assessors Block /Lot,,,,15MFF-0039,REQUESTED,varies truck to truck,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0039&ExportPDF=1&Filename=15MFF-0039_schedule.pdf,Tu/Th/Fr:10AM-3PM,,,2015-03-06,0,,
627750,BH & MT LLC,Truck,6563000,GROVE ST: SCOTT ST to DIVISADERO ST (1200 - 1299),1265 GROVE ST,1202002.0,1202,2.0,15MFF-0040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0040&ExportPDF=1&Filename=15MFF-0040_schedule.pdf,Mo-Fr:9AM-10AM,,03/09/2015 11:04:50 AM,2015-03-09,1,2016-03-15,"37.7757743821951, -122.437331607831"
627751,BH & MT LLC,Truck,10770000,PRESIDIO AVE: POST ST to GEARY BLVD (900 - 999),949 PRESIDIO AVE,1072001,1072,1,15MFF-0040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0040&ExportPDF=1&Filename=15MFF-0040_schedule.pdf,Mo-Fr:9AM-10AM,,03/09/2015 11:04:50 AM,2015-03-09,1,2016-03-15,"37.7839220838884, -122.446721633162"
627752,BH & MT LLC,Truck,6565000,GROVE ST: BRODERICK ST to BAKER ST (1400 - 1499),1477 GROVE ST,1200015,1200,15,15MFF-0040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0040&ExportPDF=1&Filename=15MFF-0040_schedule.pdf,Mo-Fr:10AM-11AM,,03/09/2015 11:04:50 AM,2015-03-09,1,2016-03-15,"37.7752901561049, -122.440731162101"
627753,BH & MT LLC,Truck,736000,16TH ST: SPENCER ST to DOLORES ST (3220 - 3299),3253 16TH ST,3567039,3567,39,15MFF-0040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0040&ExportPDF=1&Filename=15MFF-0040_schedule.pdf,Mo-Fr:10AM-11AM,,03/09/2015 11:04:50 AM,2015-03-09,1,2016-03-15,"37.7644595352382, -122.425161376348"
627754,BH & MT LLC,Truck,8764101,MARKET ST: CHURCH ST to 15TH ST (2101 - 2195) -- SOUTH --,2145 MARKET ST,3543003B,3543,003B,15MFF-0040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0040&ExportPDF=1&Filename=15MFF-0040_schedule.pdf,Mo-Fr:10AM-11AM,,03/09/2015 11:04:50 AM,2015-03-09,1,2016-03-15,"37.7666247865094, -122.429511176337"
627755,BH & MT LLC,Truck,1232000,23RD ST: END to ILLINOIS ST (100 - 699),401 23RD ST,4232010,4232,10,15MFF-0040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0040&ExportPDF=1&Filename=15MFF-0040_schedule.pdf,Mo-Fr:11AM-12PM,,03/09/2015 11:04:50 AM,2015-03-09,1,2016-03-15,"37.7550307405717, -122.384530734213"
627756,BH & MT LLC,Truck,10048000,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),170 OTIS ST,3513007,3513,7,15MFF-0040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0040&ExportPDF=1&Filename=15MFF-0040_schedule.pdf,Mo-Fr:6AM-9AM/11AM-3PM,,03/09/2015 11:04:50 AM,2015-03-09,1,2016-03-15,
627757,BH & MT LLC,Truck,25871000,DOLORES ST: 14TH ST intersection,2001 MARKET ST,3535001,3535,1,15MFF-0040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0040&ExportPDF=1&Filename=15MFF-0040_schedule.pdf,,,03/09/2015 11:04:50 AM,2015-03-09,1,2016-03-15,"37.7683202633027, -122.427110643945"
627776,Subs on Hubs,Truck,3089000,BRANNAN ST: 08TH ST to 09TH ST (900 - 999),934 BRANNAN ST,3781008,3781,8,15MFF-0041,APPROVED,Italian subs: Cuban sandwich: Gyro,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0041&ExportPDF=1&Filename=15MFF-0041_schedule.pdf,Mo/Tu/We/Th:11AM-6PM,,09/03/2015 03:09:44 PM,2015-03-09,0,2016-03-15,"37.7711790143374, -122.406573673419"
627777,Subs on Hubs,Truck,302000,05TH ST: HARRISON ST \ I-80 W OFF RAMP to PERRY ST (400 - 449),400 05TH ST,3760001,3760,1,15MFF-0041,APPROVED,Italian subs: Cuban sandwich: Gyro,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0041&ExportPDF=1&Filename=15MFF-0041_schedule.pdf,Sa-Su:12AM-2AM;Fr/Sa:11PM-12AM,,09/03/2015 03:09:44 PM,2015-03-09,0,2016-03-15,"37.7787104056829, -122.40183935032"
627778,Subs on Hubs,Truck,0,,Assessors Block 8711/Lot021,8711021,8711,21,15MFF-0041,APPROVED,Italian subs: Cuban sandwich: Gyro,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0041&ExportPDF=1&Filename=15MFF-0041_schedule.pdf,Sa-Su:11AM-10PM;Mo-Fr:6PM-8PM,,09/03/2015 03:09:44 PM,2015-03-09,0,2016-03-15,"37.771401960377, -122.391771646837"
627779,Subs on Hubs,Truck,412000,08TH ST: FOLSOM ST to RINGOLD ST (300 - 341),333 08TH ST,3755056,3755,56,15MFF-0041,APPROVED,Italian subs: Cuban sandwich: Gyro,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0041&ExportPDF=1&Filename=15MFF-0041_schedule.pdf,Th/Fr:12AM-2AM;We/Th:11PM-12AM,,09/03/2015 03:09:44 PM,2015-03-09,0,2016-03-15,"37.7749755136073, -122.409385823184"
627858,BHUK Burger,Truck,10390000,PHELAN AVE: GENEVA AVE \ OCEAN AVE to JUDSON AVE (1 - 199),11 PHELAN AVE,3180001,3180,1,15MFF-0042,APPROVED,Pakistani Indian food: and salad: cold and hot drinks: Pakistani soft drinks: Sohan halva: Pakistani Indian desserts: and fruit dessert,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0042&ExportPDF=1&Filename=15MFF-0042_schedule.pdf,Mo/Tu/We/Th/Fr:7AM-8PM,,06/01/2015 12:30:42 PM,2015-03-09,0,2016-03-15,"37.7255770062321, -122.454152837658"
