locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
632674,Quan Catering,Truck,2476000,CESAR CHAVEZ ST: CONNECTICUT ST to EVANS AVE (1900 - 2099),2190 CESAR CHAVEZ ST,4324002,4324,2,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,Mo-Fr:8AM-9AM,,03/17/2015 07:45:28 AM,2015-03-16,1,2016-03-15,"37.7502368985887, -122.397818031709"
632675,Quan Catering,Truck,2107000,ALABAMA ST: TREAT AVE to 15TH ST (201 - 212),201 ALABAMA ST,3924 006,3924,6,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,Mo-Fr:8AM-9AM,,03/17/2015 07:45:28 AM,2015-03-16,1,2016-03-15,"37.7677978574116, -122.412096318851"
632676,Quan Catering,Truck,3083000,BRANNAN ST: HARRIET ST to LUCERNE ST (715 - 743),722 BRANNAN ST,3779132,3779,132,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,Mo-Fr:9AM-10AM,,03/17/2015 07:45:28 AM,2015-03-16,1,2016-03-15,"37.7744491245615, -122.402087236053"
632677,Quan Catering,Truck,194201,03RD ST: 25TH ST to 26TH ST (2900 - 2998) -- WEST --,2920 03RD ST,4295014,4295,14,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,Mo-Fr:9AM-10AM,,03/17/2015 07:45:28 AM,2015-03-16,1,2016-03-15,"37.7519716426848, -122.387965483791"
632678,Quan Catering,Truck,3285000,BRYANT ST: 04TH ST \ I-80 E OFF RAMP to 05TH ST \ I-80 E ON RAMP (600 - 699),645 BRYANT ST,3777051,3777,51,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,Mo-Fr:9AM-10AM,,03/17/2015 07:45:28 AM,2015-03-16,1,2016-03-15,"37.778266590477, -122.398835922435"
632679,Quan Catering,Truck,2826101,BAY SHORE BLVD: VISITACION AVE to SUNNYDALE AVE (2501 - 2599) -- EAST --,2555 BAY SHORE BLVD,5100002,5100,2,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,Mo-Fr:9AM-10AM,,03/17/2015 07:45:28 AM,2015-03-16,1,2016-03-15,"37.7093754778506, -122.404154378499"
632680,Quan Catering,Truck,2471000,CESAR CHAVEZ ST: INDIANA ST to IOWA ST (1300 - 1399),1301 CESAR CHAVEZ ST,4352007,4352,7,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,Mo-Fr:9AM-10AM,,03/17/2015 07:45:28 AM,2015-03-16,1,2016-03-15,"37.7492558733397, -122.390975379567"
632681,Quan Catering,Truck,51657000,ALANA WAY: END intersection,151 EXECUTIVE PARK BLVD,4991089,4991,89,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,Mo-Fr:9AM-10AM/11AM-12PM,,03/17/2015 07:45:28 AM,2015-03-16,1,2016-03-15,
632682,Quan Catering,Truck,15086000,,3305 03RD ST,4502A002,4502A,2,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,Mo-Fr:7AM-8AM/10AM-12PM,,03/17/2015 07:45:28 AM,2015-03-16,1,2016-03-15,"37.7438311859485, -122.377797368952"
632683,Quan Catering,Truck,198101,03RD ST: ARTHUR AVE \ CARGO WAY to BURKE AVE (3401 - 3499) -- EAST --,3433 03RD ST,5203023,5203,23,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,Mo-Fr:8AM-9AM/11AM-12PM,,03/17/2015 07:45:28 AM,2015-03-16,1,2016-03-15,
632684,Quan Catering,Truck,135000,02ND ST: HOWARD ST to TEHAMA ST (200 - 227),222 02ND ST,3735063,3735,63,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,Mo-Fr:10AM-12PM,,03/17/2015 07:45:28 AM,2015-03-16,1,2016-03-15,"37.7863198120587, -122.398235074239"
632685,Quan Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1575 BURKE AVE,5203043,5203,43,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,,,03/17/2015 07:45:28 AM,2015-03-16,1,2016-03-15,"37.7441784611912, -122.386715929749"
632688,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,10625000,POST ST: KEARNY ST to ROBERT KIRK LN (100 - 140),100 POST ST,294004,294,4,15MFF-0078,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0078&ExportPDF=1&Filename=15MFF-0078_schedule.pdf,Mo-Su:6AM-12AM,,03/18/2015 11:57:03 AM,2015-03-16,1,2016-03-15,"37.789233296668, -122.4055790542"
632691,Park's Catering,Truck,9206000,MISSISSIPPI ST: END to CESAR CHAVEZ ST (1200 - 1299),1200 MISSISSIPPI ST,4288003,4288,3,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:5AM-6AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7516910495311, -122.394374213253"
632692,Park's Catering,Truck,7253000,INNES AVE: EARL ST to ARELIOUS WALKER DR (700 - 799),Assessors Block 4644/Lot008,4644008,4644,8,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo/Mo/Mo/Mo/Mo:6AM-7AM/10AM-11AM/11AM-12PM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.730906164188, -122.373302577475"
632693,Park's Catering,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2323 CESAR CHAVEZ ST,4342001,4342,1,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:6AM-8AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7488013915255, -122.400552458775"
632694,Park's Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1570 BURKE AVE,5203066,5203,66,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:7AM-8AM/10AM-11AM/12PM-1PM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7447522054313, -122.385679248712"
632695,Park's Catering,Truck,5337000,EVANS AVE: RANKIN ST to SELBY ST (1800 - 1890),1801 EVANS AVE,5232005,5232,5,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:7AM-8AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7445912089067, -122.393076880848"
632696,Park's Catering,Truck,9504000,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),250 NAPOLEON ST,4343021,4343,21,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:8AM-9AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7467555682904, -122.400906270349"
632697,Park's Catering,Truck,8483000,LOOMIS ST: BARNEVELD AVE \ MCKINNON AVE to OAKDALE AVE (1 - 99),10 LOOMIS ST,5560100,5560,100,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:8AM-9AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7437839371985, -122.403788829601"
632698,Park's Catering,Truck,5340000,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2020 EVANS AVE,4347A000,4347A,0,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:8AM-9AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,
632699,Park's Catering,Truck,4615000,DAVIDSON AVE: RANKIN ST to SELBY ST (1600 - 1699),1650 DAVIDSON AVE,5215022,5215,22,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:8AM-9AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7467113168533, -122.392150319443"
632700,Park's Catering,Truck,10927000,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),220 RANKIN ST,5215016,5215,16,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:8AM-9AM/12PM-1PM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7464698019281, -122.391515238762"
632701,Park's Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1555 BURKE AVE,5203067,5203,67,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:8AM-10AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.743713489184, -122.385964790026"
632702,Park's Catering,Truck,9563000,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),330 NEWHALL ST,5203035,5203,35,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:9AM-10AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.742989888592, -122.386773267166"
632703,Park's Catering,Truck,9563000,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),220 NEWHALL ST,5203040,5203,40,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:9AM-10AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7430142634481, -122.384460244925"
632704,Park's Catering,Truck,202101,03RD ST: EVANS AVE to FAIRFAX AVE (3801 - 3899) -- EAST --,3801 03RD ST,5242002,5242,2,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:9AM-10AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7410262216072, -122.387792927984"
632705,Park's Catering,Truck,9504000,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),190 NAPOLEON ST,4343004,4343,4,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:9AM-10AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7475862900686, -122.398865700786"
632706,Park's Catering,Truck,8700000,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2525 MARIN ST,4343001.0,4343,1.0,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:10AM-11AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7476160860452, -122.401976975714"
632707,Park's Catering,Truck,198201,03RD ST: ARTHUR AVE \ CARGO WAY to BURKE AVE (3400 - 3498) -- WEST --,3450 03RD ST,5211029,5211,29,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:10AM-11AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7457292355024, -122.387797650827"
632708,Park's Catering,Truck,10397000,PHELPS ST: FAIRFAX AVE to GALVEZ AVE (500 - 599),525 PHELPS ST,5242015,5242,15,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:10AM-11AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7417606634833, -122.389097970185"
632709,Park's Catering,Truck,9563000,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),300 NEWHALL ST,5203041,5203,41,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:10AM-11AM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.743224697678, -122.385342973411"
632710,Park's Catering,Truck,5329000,EVANS AVE: HUNTERS POINT BLVD to JENNINGS ST \ MIDDLE POINT RD (1031 - 1099),1000 EVANS AVE,4580002,4580,2,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:11AM-12PM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7377268804175, -122.376572914563"
632711,Park's Catering,Truck,5582000,ARELIOUS WALKER DR: PALOU AVE to QUESADA AVE (1300 - 1399),Assessors Block 4755/Lot049,4755049,4755,49,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo/Mo/Mo/Mo/Mo:6AM-7AM/10AM-11AM/11AM-12PM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7263829460149, -122.378434782658"
632712,Park's Catering,Truck,7254000,INNES AVE: ARELIOUS WALKER DR to GRIFFITH ST (800 - 899),Assessors Block 4645/Lot015,4645015,4645,15,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo/Mo/Mo/Mo/Mo:6AM-7AM/10AM-11AM/11AM-12PM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7321349657494, -122.375398078558"
632713,Park's Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1575 BURKE AVE,5203043,5203,43,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,Mo-Fr:7AM-8AM/9AM-10AM/12PM-1PM,,03/17/2015 07:45:54 AM,2015-03-16,1,2016-03-15,"37.7441784611912, -122.386715929749"
632741,Rita's Catering,Truck,9100000,MISSION ST: 06TH ST to 07TH ST (1000 - 1099),1028 MISSION ST,3703033,3703,33,15MFF-0080,APPROVED,Filipino Food,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0080&ExportPDF=1&Filename=15MFF-0080_schedule.pdf,Mo/We/Fr:7AM-3PM,,03/17/2015 07:45:40 AM,2015-03-16,0,2016-03-15,"37.7806943911883, -122.409668813209"
